ds,yhat,yhat_lower,yhat_upper,y
2021-02-13,1577329.5176445441,1432583.964059831,1728162.6992016884,
2021-02-14,1573624.7223656587,1436765.5207303409,1720310.6351202119,
2021-02-15,1567101.763823057,1412157.5078698501,1721566.5932472562,
2021-02-16,1565973.6616656538,1420641.923666206,1718501.8757710918,
2021-02-17,1570456.1735590934,1439530.3572270756,1723976.2138970066,
2021-02-18,1577793.1775604906,1452300.2318218336,1720113.0669335804,
2021-02-19,1586290.2651966275,1439527.193669135,1736346.197948433,
2021-02-20,1589691.4204399341,1445139.307391945,1730267.329580246,
2021-02-21,1589664.2113714842,1442879.50852925,1731287.7473264537,
2021-02-22,1585646.1491082248,1452109.165364536,1731344.067188676,
2021-02-23,1585922.5796130716,1444463.847988603,1742124.527951357,
2021-02-24,1590803.6357611858,1441172.5169552136,1725085.7962989425,
2021-02-25,1597646.4746648122,1443668.201572773,1743789.4274369997,
2021-02-26,1604885.3018054147,1469801.346256953,1745642.442239941,
2021-02-27,1606404.156518573,1464213.715522604,1753845.7027317258,
2021-02-28,1604017.9934593847,1457556.115439494,1756148.1862487618,
2021-03-01,1597314.8279443886,1455373.8408941946,1739767.6066810999,
2021-03-02,1594729.4264126106,1451009.5297186216,1742504.876905795,
2021-03-03,1596716.1840744957,1465306.1232995621,1726406.4829692408,
2021-03-04,1600767.525297182,1458013.0354083334,1741285.9270360842,
2021-03-05,1605440.4315749346,1459417.7666315716,1748872.8706674217,
2021-03-06,1604726.1647852338,1457957.7711923877,1747820.0880808483,
2021-03-07,1600528.80076274,1463388.6638573518,1753853.176905907,
2021-03-08,1592505.4064937383,1448015.6612967208,1741041.670885159,
2021-03-09,1589138.390767467,1425961.4071857678,1730878.1119519828,
2021-03-10,1590907.70079666,1458646.6243097605,1739849.9689766476,
2021-03-11,1595309.2118320393,1450154.9681161041,1749819.3772957532,
2021-03-12,1600881.9068555736,1451088.9676502692,1746876.4785088527,
2021-03-13,1601578.8873250724,1460808.5898390706,1741766.2151446324,
2021-03-14,1599247.7851338862,1454674.1508920367,1757092.6360110752,
2021-03-15,1593473.3474175646,1444632.2625554767,1723265.450691047,
2021-03-16,1592652.64739754,1450295.976831944,1740978.79276853,
2021-03-17,1597170.504400281,1446457.6633888436,1746281.51368587,
2021-03-18,1604421.3605957017,1459163.65746872,1743340.2276467066,
2021-03-19,1612840.1048507127,1462164.1503287298,1754737.169522666,
2021-03-20,1616276.7738900043,1467695.9240895538,1758682.587853984,
2021-03-21,1616480.5892711575,1480606.4081037089,1753025.8392135685,
2021-03-22,1612945.9925267217,1476780.3579440236,1747315.6584915586,
2021-03-23,1613991.0279270061,1460942.736999883,1756242.9192175197,
2021-03-24,1619935.5608237763,1464963.138278471,1761832.8794899455,
2021-03-25,1628125.4952484907,1488004.2371543027,1776141.9250267192,
2021-03-26,1636965.4110320252,1492450.2983232646,1803945.6679070496,
2021-03-27,1640294.4962684785,1505062.999652736,1786742.497279613,
2021-03-28,1639871.1965892436,1497606.0413701886,1782356.692091234,
2021-03-29,1635219.2249444001,1494253.8305431632,1775950.4816930504,
2021-03-30,1634705.281601616,1493329.557219709,1769987.8382522378,
2021-03-31,1638715.9914614747,1497839.453177617,1777951.492247918,
2021-04-01,1644680.2598119343,1502739.6113079484,1776002.174590551,
2021-04-02,1651099.5214378,1500718.227525595,1797535.3174155217,
2021-04-03,1651920.829148468,1512707.2630332157,1794492.778548625,
2021-04-04,1649018.2869638898,1520423.2034826593,1800406.723738967,
2021-04-05,1642035.5665070233,1504089.5060430723,1783647.928421545,
2021-04-06,1639459.9594683985,1493642.238970855,1779116.3970185297,
2021-04-07,1641795.5816864837,1497490.6771648943,1792437.2040945967,
2021-04-08,1646582.0405333715,1507705.027378533,1791027.0143004914,
2021-04-09,1652421.1499830778,1506597.770145873,1794493.5105946579,
2021-04-10,1653346.744590189,1509780.2916269072,1802957.0603156744,
2021-04-11,1651303.1954161786,1507168.423522333,1810415.6096453553,
2021-04-12,1645985.4540341073,1498388.1638169973,1786472.4192153555,
2021-04-13,1645911.1522906267,1500809.2053713256,1792760.5196727093,
2021-04-14,1651592.4332337095,1509136.9567594526,1805826.7878141846,
2021-04-15,1660553.8680686317,1523651.5258743041,1797770.7971772633,
2021-04-16,1671359.0687403309,1523300.0541007752,1807858.182719644,
2021-04-17,1677981.05390548,1527321.3495486767,1821241.4302739343,
2021-04-18,1682281.9589888784,1536076.1572954715,1829262.217963408,
2021-04-19,1683854.8855880369,1537515.1351265407,1821036.1854101804,
2021-04-20,1691098.3694104804,1542551.169508615,1844883.3725902918,
2021-04-21,1704391.0774308965,1558306.6193346072,1841607.7198805828,
2021-04-22,1721113.0100603811,1583515.4784452156,1861571.561965553,
2021-04-23,1739675.726791343,1589392.0410358864,1882027.095933239,
2021-04-24,1753896.5525205913,1603977.3542238371,1897609.0635160615,
2021-04-25,1765482.2481634456,1612976.1485181227,1916339.4718114315,
2021-04-26,1773874.8303127484,1626375.5705795444,1918829.9395856443,
2021-04-27,1787329.9083724536,1642399.6289102985,1932181.1867526192,
2021-04-28,1806095.042047367,1667995.1128889082,1946951.4990907486,
2021-04-29,1827434.2932179596,1686103.2493845462,1972970.8466521958,
2021-04-30,1849661.397867185,1713931.2143328828,1996803.0398692188,
2021-05-01,1866516.4340766496,1718613.8289306602,2016444.2363313441,
2021-05-02,1879651.4024520575,1725805.575971627,2026693.9187686662,
2021-05-03,1888477.3523040218,1738890.1270806277,2037781.1378612546,
2021-05-04,1901243.3878585678,1753955.8149546033,2045386.8658077917,
2021-05-05,1918215.0414255185,1757350.0057956455,2066254.7743385844,
2021-05-06,1936698.1902110928,1786236.1732183709,2077045.8470634667,
2021-05-07,1955070.9635689005,1810619.6951255067,2100599.62866708,
2021-05-08,1967158.5556392306,1810015.207227774,2112412.3767971783,
2021-05-09,1974716.4152775905,1829460.370108482,2118820.565124955,
2021-05-10,1977274.5170908277,1844673.632008652,2114011.344050942,
2021-05-11,1983213.1311976546,1842013.0681131894,2136040.6136370827,
2021-05-12,1992937.6723744823,1841158.2388733488,2132049.450412097,
2021-05-13,2003898.906637011,1849459.15740704,2142090.9793710955,
2021-05-14,2014621.06808161,1870926.4652093572,2171032.8250129004,
2021-05-15,2019072.908532405,1880670.4341612754,2165418.0292213294,
2021-05-16,2019147.2579327065,1879162.5605295966,2153603.552676207,
2021-05-17,2014501.9007029824,1873458.1440387603,2164817.9457605123,
2021-05-18,2013632.2795299324,1886877.8218859152,2149227.458409466,
2021-05-19,2017043.690845273,1879509.8306367854,2164441.9174201894,
2021-05-20,2022269.3210123759,1883109.006139728,2156805.557597307,
2021-05-21,2027896.7323788325,1886455.1940398035,2173684.1749902307,
2021-05-22,2027937.8618780468,1880508.244995455,2171229.5584214386,
2021-05-23,2024308.1329751967,1884730.124545077,2169959.7106337924,
2021-05-24,2016667.4911875317,1857586.569525469,2149232.2203945015,
2021-05-25,2013493.8617570426,1873012.0516045846,2152609.7459591795,
2021-05-26,2015256.6634398836,1864670.0630804414,2158571.990442091,
2021-05-27,2019436.6807244148,1865748.5212994511,2155429.6114569544,
2021-05-28,2024554.8419916749,1867015.0339240648,2158008.5506291874,
2021-05-29,2024544.8916336778,1875220.1933672999,2176167.519959173,
2021-05-30,2021235.4715183314,1873102.756753283,2163640.76169862,
2021-05-31,2014194.328487616,1878793.960836269,2167786.082462066,
2021-06-01,2011805.047610635,1861481.0554600481,2164649.887497192,
2021-06-02,2014443.8439651355,1865318.058365416,2162425.255335057,
2021-06-03,2019502.6147629358,1893457.0074715677,2165469.3959127315,
2021-06-04,2025420.7025352428,1887961.1708803377,2173477.4924385394,
2021-06-05,2026060.2671701538,1882984.9747600916,2162799.5198902125,
2021-06-06,2023190.7012179198,1878368.212466866,2175759.5403504055,
2021-06-07,2016334.735812984,1868075.2288177875,2166318.171714446,
2021-06-08,2013846.5812684232,1875165.7226953602,2156367.8348756437,
2021-06-09,2016089.594734273,1867898.7684697525,2163264.6246879296,
2021-06-10,2020459.6527992976,1876993.026224675,2169866.5999898813,
2021-06-11,2025416.672915781,1876465.1783393044,2168547.122527335,
2021-06-12,2024859.191854642,1872578.8309845612,2159212.6064197295,
2021-06-13,2020607.4628986286,1885429.3689177453,2154854.0926494645,
2021-06-14,2012247.7624181935,1860312.0649914974,2159861.9437974254,
2021-06-15,2008208.3078292434,1868482.2539973997,2166244.9119045464,
2021-06-16,2008934.350128289,1861054.5897955892,2151845.24427242,
2021-06-17,2011908.7003737665,1867015.9873030377,2150410.5485031405,
2021-06-18,2015680.2236812864,1871513.4741863804,2164306.163397659,
2021-06-19,2014235.304093225,1869532.3260832452,2152018.8798492434,
2021-06-20,2009477.8397625326,1866139.9257963547,2168536.8736928427,
2021-06-21,2001070.556435246,1858658.6548425169,2145255.797617861,
2021-06-22,1997508.135239403,1858930.1574095434,2142018.0975453747,
2021-06-23,1999289.8057992426,1855949.1823518204,2160653.3512742007,
2021-06-24,2003937.7430318315,1873565.245145205,2151489.631187413,
2021-06-25,2010023.8689573898,1867276.223949517,2142308.6339984443,
2021-06-26,2011540.1173715203,1872794.6025968087,2157944.4513764163,
2021-06-27,2010377.7603857701,1870491.858190291,2161552.5340476977,
2021-06-28,2006168.6082648796,1859468.5339261985,2157656.639609439,
2021-06-29,2007358.585174561,1861082.8187173007,2154058.8410363933,
2021-06-30,2014381.3214206402,1867146.1856311262,2162131.8091956605,
2021-07-01,2024678.073355493,1875450.5225125023,2171052.729932983,
2021-07-02,2036726.5291659764,1884602.4509527567,2180794.2102056704,
2021-07-03,2044413.500624169,1896409.364013164,2186330.816292784,
2021-07-04,2049517.0291105728,1899284.4188293465,2199626.0474981465,
2021-07-05,2051550.6358317742,1892750.273187683,2190984.411703561,
2021-07-06,2058840.1289603536,1910520.9055096277,2203347.338652796,
2021-07-07,2071700.5127095557,1932593.4622254507,2203091.0189268296,
2021-07-08,2087459.211124422,1950732.5467099128,2233340.611480099,
2021-07-09,2104488.066535239,1967556.2106611407,2249906.020130713,
2021-07-10,2116579.017556014,1969596.1366209844,2263015.871329267,
2021-07-11,2125428.895666219,1973369.5638160266,2258122.0234782067,
2021-07-12,2130485.9896334396,1984952.2835551517,2278657.5181801994,
2021-07-13,2140028.7208719314,1985552.0192984021,2276497.9928506874,
2021-07-14,2154343.918246325,2018433.3315663463,2308328.5693935812,
2021-07-15,2170750.8634325243,2022448.2477206436,2322370.823219368,
2021-07-16,2187633.5412101597,2045391.2327775473,2333262.6321674953,
2021-07-17,2198815.9908780246,2052755.1865654604,2338210.6991367107,
2021-07-18,2206046.206300383,2058272.02703779,2352408.1361951325,
2021-07-19,2208841.259236991,2075914.5510987008,2353671.2365174894,
2021-07-20,2215564.03063501,2078299.8566051605,2356194.323557747,
2021-07-21,2226599.094939771,2086130.810278363,2367293.478524611,
2021-07-22,2239373.998374514,2094177.787190682,2392507.84261672,
2021-07-23,2252388.446625916,2111507.0366022573,2389783.977864742,
2021-07-24,2259586.3880025395,2115778.724803254,2400090.9057723335,
2021-07-25,2262836.535593533,2133661.3435102394,2416403.106973061,
2021-07-26,2261774.10238215,2112887.488968662,2403140.821102047,
2021-07-27,2264874.2336211195,2124125.865503944,2413132.7005220554,
2021-07-28,2272624.7785051772,2124548.5841752538,2414624.5393333156,
2021-07-29,2282544.733530003,2143517.5600304054,2431509.1446935073,
2021-07-30,2293210.9561348893,2148747.2299242807,2443508.6591908135,
2021-07-31,2298628.2070947657,2158448.649516959,2448623.4610426775,
2021-08-01,2300708.124652479,2154141.1117092944,2446962.360019872,
2021-08-02,2299109.9490915285,2160799.174296436,2445326.701403701,
2021-08-03,2302313.5107347127,2159724.5970268957,2447540.429738396,
2021-08-04,2310792.13514851,2160257.2253242917,2453412.2458180464,
2021-08-05,2322031.7923873323,2169754.8118306207,2463962.8651199467,
2021-08-06,2334559.0661751614,2184381.7204789696,2489106.611488861,
2021-08-07,2342312.962311464,2197537.2137665288,2482355.7187811094,
2021-08-08,2347126.104793903,2206120.937633085,2489290.371197329,
2021-08-09,2348568.0701617487,2211145.127884434,2487134.003272896,
2021-08-10,2355021.2931812387,2211897.2933321386,2491157.4639922148,
2021-08-11,2366857.108507959,2226234.7782181175,2514704.2604417615,
2021-08-12,2381458.1593989427,2233668.740256298,2522902.508169438,
2021-08-13,2397249.6498657153,2247775.697586097,2544183.8203302994,
2021-08-14,2408074.3592881938,2256625.8208626974,2542530.5241102395,
2021-08-15,2415676.8699719124,2270426.478510094,2544928.9115575044,
2021-08-16,2419549.66535132,2283924.5051596914,2568296.244234484,
2021-08-17,2428011.4471737654,2294220.37148772,2574302.950041999,
2021-08-18,2441385.162096196,2299809.613078133,2594352.0789827215,
2021-08-19,2457021.9074094007,2324198.889049816,2594111.4692755947,
2021-08-20,2473333.145646149,2325521.5206789607,2614198.237302183,
2021-08-21,2484166.1166292233,2335751.886704154,2617334.571526292,
2021-08-22,2491287.884109113,2352673.817234909,2632062.1122770812,
2021-08-23,2494230.6789495735,2341625.6556765893,2633724.530137004,
2021-08-24,2501368.908965797,2348338.492754264,2637464.9243260347,
2021-08-25,2513095.364537483,2365205.2120335423,2657213.3816870167,
2021-08-26,2526842.8442150126,2374592.4197101067,2663726.1076506693,
2021-08-27,2541113.698813111,2394230.477192928,2685902.3496194333,
2021-08-28,2549852.2635031496,2404379.2772420417,2698854.7731718183,
2021-08-29,2554925.7058448284,2417359.1834817478,2700705.0231994735,
2021-08-30,2555966.049646491,2416263.899859556,2695376.9976228764,
2021-08-31,2561443.846921306,2409416.8530778293,2713172.524468447,
2021-09-01,2571841.130399013,2422760.673283792,2718082.9070241256,
2021-09-02,2584669.9722234947,2432504.586220358,2727715.5415612157,
2021-09-03,2598499.243760315,2458924.7648547706,2732735.3041874883,
2021-09-04,2607324.6345465695,2468017.911789188,2749287.190001718,
2021-09-05,2613047.5362370256,2459350.515771728,2759633.5224460056,
2021-09-06,2615315.616338871,2461769.753189996,2767607.143506547,
2021-09-07,2622595.6038712068,2466456.844778559,2762959.4558792706,
2021-09-08,2635345.952652884,2497550.7575387796,2789811.26159638,
2021-09-09,2651035.7233658847,2509739.3189673913,2799196.575492636,
2021-09-10,2668172.2765202005,2534236.75261765,2808539.9767998904,
2021-09-11,2680672.8131971173,2526762.9192499793,2825315.919053994,
2021-09-12,2690345.330405447,2543952.063377642,2830667.8453107756,
2021-09-13,2696731.759990614,2547954.8771320744,2841206.534082644,
2021-09-14,2708183.7420742107,2561461.092925659,2859919.9049591036,
2021-09-15,2725038.6142564206,2579181.821980554,2879686.2133273873,
2021-09-16,2744641.8623355054,2599314.466558853,2887503.9465521523,
2021-09-17,2765378.5210873755,2612596.545057127,2912684.6699768743,
2021-09-18,2781048.453193345,2645301.6208613184,2926079.095660001,
2021-09-19,2793350.9623127603,2655946.325287642,2941798.9577568583,
2021-09-20,2801731.3995918646,2653418.7801542953,2949974.1038338277,
2021-09-21,2814460.1093443385,2671572.384202301,2943195.840268308,
2021-09-22,2831811.197415861,2681941.8757464103,2987024.412837445,
2021-09-23,2851087.2806987106,2713210.927424548,3008280.0565858088,
2021-09-24,2870652.632109699,2715398.755242695,3010071.137210635,
2021-09-25,2884309.590213592,2734931.595152581,3027445.207934985,
2021-09-26,2893783.6477350937,2753128.6087802886,3040863.615580392,
2021-09-27,2898569.855000761,2765279.766466,3048824.116087102,
2021-09-28,2907010.880116755,2767472.605379607,3044231.14215217,
2021-09-29,2919474.225056477,2767544.8341574897,3069883.52157719,
2021-09-30,2933374.7910804036,2778462.901698831,3062859.533781046,
2021-10-01,2947205.2612015596,2812627.497939383,3093103.489647146,
2021-10-02,2954909.2393389274,2795685.4969769013,3103044.4465153427,
2021-10-03,2958362.6460395753,2808845.5308374395,3106236.751636743,
2021-10-04,2957216.1053003455,2818144.613786633,3089833.0529894903,
2021-10-05,2959968.7729343683,2806162.3584066886,3088316.599664161,
2021-10-06,2967141.221435289,2822941.644631638,3114779.9443922276,
2021-10-07,2976293.694459204,2827558.3356906623,3115133.9172167075,
2021-10-08,2986052.318900178,2835445.3158742837,3133448.6106297327,
2021-10-09,2990478.3316485696,2850422.019774753,3135703.6581839733,
2021-10-10,2991545.932228742,2847088.459463186,3134621.7523959684,
2021-10-11,2988981.5978746843,2846121.1878308635,3130294.724836763,
2021-10-12,2991335.401322273,2849149.2501813085,3141574.3180654366,
2021-10-13,2999152.0213384843,2853112.6516771005,3141541.868301704,
2021-10-14,3009987.8172418843,2861831.14931977,3158919.2280281186,
2021-10-15,3022436.5948977796,2885215.7502812585,3147076.572247004,
2021-10-16,3030499.140974093,2884653.7320619985,3178571.507653943,
2021-10-17,3036062.135920124,2889859.564250009,3192212.099527317,
2021-10-18,3038739.2609974127,2893560.702284094,3186940.3848310765,
2021-10-19,3046944.9984384784,2916703.2153658485,3191649.815729409,
2021-10-20,3061068.7546444903,2924444.216618535,3210993.956761158,
2021-10-21,3078495.6002660184,2938739.1873963033,3222971.5272573438,
2021-10-22,3097636.162017547,2949445.179045754,3257815.5070839482,
2021-10-23,3112300.637667533,2954976.6636146316,3247311.4863580843,
2021-10-24,3124182.4294653255,2977275.700679553,3270018.4471680536,
2021-10-25,3132704.089412089,2977792.0121411937,3278386.5263572265,
2021-10-26,3146095.9501203215,2996389.128451427,3294222.3280569706,
2021-10-27,3164574.9458395075,3031168.202594454,3307862.03484303,
2021-10-28,3185369.7955560796,3046173.810482663,3332041.9891047813,
2021-10-29,3206754.9677782124,3056152.4577508457,3356159.3788762623,
2021-10-30,3222428.2930088555,3075543.16544352,3357280.0928391246,
2021-10-31,3233997.626358459,3091363.9076796314,3383582.101168167,
2021-11-01,3240829.175990609,3102400.74275838,3386502.1500654654,
2021-11-02,3251127.810568669,3110089.8824327583,3396015.246633616,
2021-11-03,3265116.8084053807,3120186.5641729385,3414065.1668287576,
2021-11-04,3280063.198082945,3132314.91996222,3420751.8168210015,
2021-11-05,3294311.108240814,3146953.506114274,3450943.511267451,
2021-11-06,3301658.01077293,3160910.5442651277,3432755.3911658903,
2021-11-07,3303839.2976524998,3155196.7430845634,3447152.0438092905,
2021-11-08,3300373.863207209,3155959.7490944443,3444240.351023331,
2021-11-09,3299641.0778506137,3157158.6705674804,3449826.4946937594,
2021-11-10,3302056.7034063367,3153385.099225859,3447333.137175031,
2021-11-11,3305093.9993348275,3151878.1372178113,3443207.6963878255,
2021-11-12,3307312.5464012325,3168601.7592468606,3444203.8012705613,
2021-11-13,3302729.787136795,3149966.5232035317,3451219.778238936,
2021-11-14,3293300.8415052686,3163483.9361900934,3447195.5589699824,
2021-11-15,3278759.387653112,3125488.3077445407,3420440.6711854013,
2021-11-16,3267690.10846934,3133089.7296589855,3408894.340297002,
2021-11-17,3260700.362421716,3119549.9719938473,3417291.42996704,
2021-11-18,3255437.427073775,3101886.2356478623,3407112.392499885,
2021-11-19,3250613.9291333123,3110654.489148203,3392353.3402282423,
2021-11-20,3240376.533727983,3093508.057376288,3387232.7042048387,
2021-11-21,3226783.508936128,3070487.9655850017,3370525.177195851,
2021-11-22,3209643.9960446795,3059769.310471702,3345383.2261538124,
2021-11-23,3197589.5090422537,3059469.923885721,3358115.1828363766,
2021-11-24,3191245.326506161,3042830.9525323813,3329143.7964417045,
2021-11-25,3188248.111135577,3042690.0296657095,3334312.329384256,
2021-11-26,3187272.3405343317,3058745.4585647723,3336133.6174852564,
2021-11-27,3182400.5758217494,3038869.7833610717,3323974.329926311,
2021-11-28,3175603.1237751814,3038567.41338216,3320407.159635795,
2021-11-29,3166579.8504861705,3025376.9284678577,3310086.880953532,
2021-11-30,3163834.5877413987,3021330.453355317,3313565.295077282,
2021-12-01,3167849.7057845965,3025321.1061015152,3295800.2721557254,
2021-12-02,3176107.0937665226,3027801.491030767,3326459.058604596,
2021-12-03,3187118.0359386024,3039210.7810015166,3331824.1424524975,
2021-12-04,3194796.9158547525,3046427.4603244006,3343167.096802304,
2021-12-05,3200944.2139432887,3053769.850886631,3358371.4921159158,
2021-12-06,3205091.472633976,3045352.8230314506,3345418.248338074,
2021-12-07,3215578.595317062,3072840.803672173,3357034.1733470494,
2021-12-08,3232730.9887278974,3088655.8645702437,3374219.8851493886,
2021-12-09,3253882.7385088075,3113687.4989148886,3404746.280036486,
2021-12-10,3277408.2681723232,3133528.143284681,3427391.0407362995,
2021-12-11,3297097.390399475,3149715.049529802,3445148.21238177,
2021-12-12,3314639.207507823,3168285.135001192,3462393.7384154694,
2021-12-13,3329467.5413884837,3191714.2348321127,3468037.0554035455,
2021-12-14,3349838.2793272603,3206427.057505561,3485704.895354527,
2021-12-15,3376006.1784080393,3229020.482691593,3529018.950315904,
2021-12-16,3405247.3628742876,3266204.9297062573,3558488.87032451,
2021-12-17,3435890.019023202,3282495.599743621,3575834.817462549,
2021-12-18,3461688.258560735,3329221.9110457916,3595396.747135866,
2021-12-19,3484304.6745984396,3344366.1864829347,3644791.8392208177,
2021-12-20,3503154.340847689,3360138.3792498587,3639741.8952414547,
2021-12-21,3526480.7110966383,3394399.5148539487,3678958.820743992,
2021-12-22,3554531.0302648167,3405479.0734045473,3695084.7567152376,
2021-12-23,3584577.5555516635,3440166.2602664283,3726133.1220211145,
2021-12-24,3614947.1497204197,3477784.64969813,3759258.3521507625,
2021-12-25,3639394.266270292,3491269.587208286,3793213.4084204705,
2021-12-26,3659582.8891928103,3513337.890430022,3798893.3483045152,
2021-12-27,3674930.204764762,3529373.5993369925,3823575.7258792627,
2021-12-28,3693682.476831655,3547388.3278976497,3851184.7313571703,
2021-12-29,3716090.7382342927,3575296.5242040097,3868049.3983646496,
2021-12-30,3739432.5851986976,3590097.2788245166,3886785.9700935087,
2021-12-31,3762042.612386856,3616358.5450134985,3911970.112972133,
2022-01-01,3777686.472195072,3628497.5934218084,3917174.489607329,
2022-01-02,3788044.0742483237,3640507.94720157,3925267.0092039807,
2022-01-03,3792554.6468113065,3650870.3140900806,3942532.6283801296,
2022-01-04,3799494.0687651862,3646707.372493789,3939569.8147089956,
2022-01-05,3809152.017092856,3663911.4387664716,3962552.0813611904,
2022-01-06,3818855.1464234926,3681892.351527377,3961707.250864061,
2022-01-07,3826998.7679652767,3687179.4975359207,3975125.195662032,
2022-01-08,3827421.9434299967,3675238.103573746,3976061.9144879235,
2022-01-09,3821891.446739831,3663162.042794267,3964134.7157703815,
2022-01-10,3809947.2592131505,3661760.3263950786,3951180.361672493,
2022-01-11,3799979.9600933893,3653527.00191024,3933489.1957422583,
2022-01-12,3792407.5216543297,3640352.369255925,3941590.338240182,
2022-01-13,3784697.7022977974,3635889.6919505354,3935101.5247522336,
2022-01-14,3775398.495528996,3632138.761876662,3919996.1482061297,
2022-01-15,3758511.555356117,3610660.212075853,3908420.806178271,
2022-01-16,3735974.070478052,3588321.8356456296,3890368.3270499627,
2022-01-17,3707501.7869404783,3557909.501968649,3859184.573059088,
2022-01-18,3681663.588844007,3526585.0511416662,3821941.6299863867,
2022-01-19,3659055.2066659653,3521097.2505009235,3797051.6938303662,
2022-01-20,3637318.318013988,3486976.799750237,3779589.943221381,
2022-01-21,3615167.57925796,3454612.988142448,3763694.2987463283,
2022-01-22,3586760.5960846646,3435668.791199235,3730396.24030981,
2022-01-23,3554176.3972835103,3410809.796807039,3698112.3984088805,
2022-01-24,3517255.2051792312,3376453.7619705675,3659696.906818641,
2022-01-25,3484670.0050512166,3333078.45504529,3639192.9278207617,
2022-01-26,3457097.572099862,3313477.886194023,3610099.342429816,
2022-01-27,3432235.3032938973,3291165.531285943,3569419.6966885095,
2022-01-28,3408826.4660156025,3265356.691356035,3555512.030850037,
2022-01-29,3381028.9336213088,3232326.3977290303,3520317.0890943506,
2022-01-30,3350893.020864701,3209524.305924737,3495700.0326642753,
2022-01-31,3318201.2461159066,3169051.473628718,3459979.7249724157,
2022-02-01,3291540.5398588525,3147389.7204196053,3433324.9195148125,
2022-02-02,3271474.557986315,3129191.2060318994,3414445.3108735927,
2022-02-03,3255562.429697258,3107000.915115673,3398987.3493746705,
2022-02-04,3242386.5170845278,3093643.2044586246,3388894.804565682,
2022-02-05,3225924.205099765,3073752.0423184,3367818.0705505065,
2022-02-06,3208029.267992581,3069796.3547964823,3358484.2391587296,
